Title;Title_cat
Alternating Deltoid Raise;238
Single-dumbbell front raise;2405
Arnold press;263
Single-arm standing shoulder press;2401
Dumbbell front raise;704
Bent-over dumbbell rear delt row;425
Incline dumbbell front raise;1653
Side Lateral Raise;2302
Dumbbell external shoulder rotation;701
Single-arm incline lateral raise;2373
Seated rear delt fly;2279
Seated Side Lateral Raise;2257
Dumbbell Lying Rear Lateral Raise;678
Head-on-bench dumbbell rear delt raise;1183
Cuban press;586
Single-arm side lying rear fly;2400
Single-arm dumbbell upright row;2367
Single-arm half-kneeling shoulder press;2368
Dumbbell shoulder press with body rotation;732
Dumbbell Fix Dumbbell Military Press;655
Dumbbell Fix Standing Dumbbell Arnold Press;666
Dumbbell Fix Dumbbell Single-Arm Snatch;659
Paul Carter Rear-Delt Fly;2076
FYR Dumbbell Shoulder Press;801
FYR Single-Arm Dumbbell Press;823
FYR Dumbbell Tempo L-Raise;802
Dumbbell seesaw shoulder press;730
FYR Dumbbell front raise to lateral raise;804
FYR Dumbbell Arnold Press;795
FYR Dumbbell Military Press to Dumbbell High Pull to V-up;800
FYR Dumbbell Thruster;803
Dumbbell hang snatch;709
Surfer sprawl;2623
Dumbbell clean and press;696
Standing One-Arm Shoulder Press - Gethin Variation;2552
Incline Front Dumbbell Raise - Gethin Variation;1635
Dumbbell lateral raise;715
Incline Rear-Delt Fly - Gethin Variation;1640
Incline Bench Rear Dumbbell Fly - Gethin Variation;1623
Dumbbell front raise and press;705
Rotator cuff warm-up;2209
Seated Lateral Raise - Gethin Variation;2248
Single-arm dumbbell arc row;2357
Incline Rear Delt Raises - Gethin Variation;1639
Incline Dumbbell Y Raise;1632
HM Bent-Over Rear-Delt Fly;1016
HM Dumbbell Shoulder Press;1044
HM Single-Leg Overhead Dumbbell Press;1123
6 Way Shoulder Raise;179
Seated dumbbell lateral raise;2269
AM Dumbbell Shoulder Press;203
AM Dumbbell Side Raise;204
AM Front Raise;206
UP Dumbbell Lateral Raise;2797
UP Seated Dumbbell Overhead Press;2807
AA Incline Bench Dumbbell Reverse Fly;183
CM Forward Shoulder Press;476
Dumbbell Halo;673
Standing Dumbbell Scap Raise;2536
Holman Overhead Press;1409
Holman Slow Weighted Half Jack to Overhead Press;1485
Holman Slow Arnold Press;1479
Holman Boat Arnold Press with Feet Push-Out;1238
Holman Dumbbell Hip Drive to Overhead Press;1276
Holman Squat Thrust to Alternating Renegade Triceps Press;1502
Holman Cheer Press;1257
Holman Left Arm Press with Right Arm Hold;1377
Holman Right Arm Press with Left Arm Hold;1440
Holman Left Front Raise with Right Hold;1379
Holman Right Front Raise with Left Hold;1443
Holman Alternating Front Raise to Side Raise;1219
Holman Heavy Right Arm Overhead Press;1349
Holman Heavy Left Arm Overhead Press;1347
Holman Right Arm Heavy Overhead Press;1439
Holman Right Diagonal Lunge to Overhead Press;1442
Holman Left Arm Heavy Overhead Press;1376
Holman Weighted Palms-In Overhead Press;1594
Dumbbell racked carry;722
Dumbbell clean and push-press;697
Total Fitness Dumbbell Farmer's Carry;2694
Single-arm dumbbell racked carry;2362
Jordan Shallow Dumbbell Pull-Over;1676
King Maker Dumbbell Lateral Raise;1732
Dumbbell shadow boxing;731
King Maker Dumbbell Farmer's Carry;1731
King Maker Dumbbell Shrug;1733
30 Shoulders Alternating Dumbbell Front Raise;143
30 Shoulders Bent-Over Dumbbell Reverse Fly;145
30 Shoulders Dumbbell Front Raise;150
30 Shoulders Dumbbell Lateral Raise;151
30 Shoulders Dumbbell Shrug;152
30 Shoulders Incline Face-Down Dumbbell Reverse Fly;155
30 Shoulders Seated Dumbbell Front Raise;163
30 Shoulders Seated Dumbbell Side Raise;165
30 Shoulders Neutral-Grip Arnold Press;159
30 Shoulders Standing Dumbbell Upright Row;173
MetaBurn 3-Way Shoulder Raise;1899
MetaBurn Dumbbell Overhead Press;1917
MetaBurn Single-Leg Arnold Press;1951
RG Forward-Leaning Dumbbell Upright Row;2144
RG Alternating Seated Dumbbell Lateral Raise;2143
RG Seated Dumbbell Shoulder Press;2145
FYR2 Dumbbell Clean and Jerk;856
FYR2 Dumbbell Cross-Body Front Raise;858
FYR2 Dumbbell Front Raise;862
FYR2 Dumbbell Lateral Raise;864
FYR2 Lateral Raise Hold;895
FYR2 Seesaw Dumbbell Military Press;915
FYR2 Single-Dumbbell Halo;921
FYR2 Single-Dumbbell Overhead Press;922
Car driver;520
Arnold press;263
Front Plate Raise;963
Battle ropes;387
Seated rear delt fly;2279
Landmine Linear Jammer;1766
Sled Reverse Flye;2439
Plate shoulder circle big to small;2104
Standing suspended rear delt fly;2586
Waiter's carry;2822
Towel dumbbell front raise;2709
Reach-roll-lift combo;2153
Upright Row - Gethin Variation;2812
Squat Press Shoulder Press - Gethin Variation;2511
Plate lateral raise;2102
Standing Military Press - Gethin Variation;2550
Bent-over plate rear delt raise;426
Single-arm landmine press;2388
Plate front raise;2099
Holman Slow Overhead Press;1483
30 Shoulders Plate Front Raise;161
Single-arm landmine push-press;2390
Single-arm cable front raise;2350
Seated face pull;2271
Single-arm bent-over cable rear delt fly;2347
Seated cable shoulder press;2267
Standing face pull;2576
Standing cable rear delt row;2566
Standing Low-Pulley Deltoid Raise;2549
Standing crossed-cable rear delt fly;2570
Cable Seated Lateral Raise;490
Single-arm lying cable front raise;2393
Lying cable front raise;1841
Cable Rear Delt Fly - Gethin Variation;487
One-Arm Cable Side Raise - Gethin Variation;2012
Rope Face Pull - Gethin Variation;2205
Lying cable lateral raise;1842
Cable seated row;504
Single-arm cable lateral raise;2351
UP Cable Face Pull;2790
AA Cable Leaning Side Raise;182
30 Shoulders Bent-Over Low Cable Reverse Fly;146
30 Shoulders Cable Rope Face Pull;147
30 Shoulders Cable Straight-Bar Front Raise;148
30 Shoulders Cable Straight-Bar Upright Row;149
30 Shoulders High Cable Reverse Fly;154
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly;166
30 Shoulders Single-Arm Cable Front Raise;167
30 Shoulders Single-Arm Leaning Cable Lateral Raise;168
RG 3-Way Single-Arm Rear Delt Cable Fly;2142
RG Single-Arm Cross-Body Cable Front Raise;2146
Smith machine shoulder press;2472
Machine shoulder press;1877
Reverse Machine Flyes;2170
Single-arm Smith machine upright row;2340
Machine Lateral Raise;1857
Smith machine behind-the-neck press;2456
Smith Machine Behind-The-Neck Press - Gethin Variation;2446
30 Shoulders Leg Press Shoulder Press;157
30 Shoulders Machine Shoulder Press;158
30 Shoulders Pec-Deck Reverse Fly;160
30 Shoulders Smith Machine Behind-The-Head Press;169
30 Shoulders Smith Machine Shoulder Press;170
Shoulder Circles;2288
Cross-body shoulder stretch;576
Arm circle;261
Shoulder Raise;2292
Hand Stand Push-Up;1163
Wall walk;2837
Return Push from Stance;2156
Wall shoulder tap;2833
Bear crawl shoulder tap;393
Shadow boxing;2285
Bear crawl fire feet;390
Wall sprawl;2835
Bent Over Shoulder Y;415
Shoulder L;2290
Shoulder Dislocation Stretch-Dowel;2289
TBS Inverted Row;2659
PVC Shoulder Stretch;2037
Shoulder T;2293
HM Arm Circle;1009
HM Shoulder Stretch;1113
HM Shoulder Stretch on Floor;1114
HM Shoulder Tap;1115
HM Hand-On-Wall Stretch;1056
HM Jumping Arm Circle;1065
Kipping Clapping Pull-Up;1743
Holman Kneeling Overhead Press to Donkey Kick;1373
Floor angel;950
Shoulder extension stretch;2294
Standing Towel Triceps Extension;2553
Overhead Triceps;2031
Medicine ball scoop throw;1894
Incline face-down bar front raise;1657
Incline anti-gravity shoulder press;1641
30 Shoulders EZ-Bar Front Raise;153
Bent-over shoulder rotation;428
Band overhead triceps press;301
Band overhead triceps extension;300
Band straight-arm pull-down;309
Band skullcrusher;306
Single-arm band kick-back;2341
Incline EZ-bar skullcrusher;1633
Bench Press - Powerlifting;403
Behind-the-head skullcrusher;399
Standing barbell overhead triceps extension;2559
Reverse-grip bench press;2178
Decline Barbell Triceps Extension - Gethin Variation;593
AM Skullcrusher;217
30 Arms Close-Grip Bench Press;14
30 Arms Barbell Skullcrusher;6
FYR2 Sprawl Over Kettlebell;925
Dumbbell floor press;703
Seated triceps press;2280
Tricep Dumbbell Kickback;2718
Standing Dumbbell Triceps Extension;2538
Double-arm triceps kick-back;630
Single-arm dumbbell triceps extension;2366
Dumbbell skullcrusher;736
Standing Bent-Over One-Arm Dumbbell Triceps Extension;2523
V-sit with overhead triceps extension;2816
PJR Pull-Over;2035
Paul Carter Dumbbell Kick-Back;2069
Single-arm dumbbell skullcrusher;2364
Dumbbells-together incline bench press;750
Incline dumbbell overhead triceps extension;1654
Dumbbell Crush Press;648
Holman Hovering Renegade Triceps Press;1361
Holman Heavy Triceps Press to Overhead Press;1351
Total Fitness Close-Grip Dumbbell Press;2693
Dumbbell row to triceps kick-back;726
Rolling triceps press;2198
MetaBurn Skullcrusher to Ab Crunch;1955
FYR2 Single-Dumbbell Triceps Extension;924
30 Arms Overhead Dumbbell Triceps Extension;27
30 Arms Dumbbell Skullcrusher;17
30 Arms Dumbbell Kick-Back;16
30 Arms BFR Dumbbell Kick-Back;3
Dumbbell saw triceps skullcrusher;727
Body Triceps Press Using Flat Bench;435
Seated triceps push-down;2281
Machine triceps extension-;1878
Holman Overhead Weighted Triceps Press;1410
30 Arms Weighted Triceps Dip;44
Cable V-bar push-down;494
Reverse Grip Triceps Pushdown;2167
Kneeling cable triceps extension;1759
Single-arm cable triceps extension;2354
Dip Machine;620
Triceps Pushdown;2722
Low cable overhead triceps extension;1810
Lying cable triceps extension;1844
Cable overhead triceps extension;498
Single-arm low cable triceps extension;2392
Incline cable straight-bar triceps extension;1648
Paul Carter Overhead Rope Triceps Extension;2075
TBS Rope Cable Push-Down;2663
Single-arm cable triceps kick-back;2355
Incline cable rope triceps extension;1647
Reverse-grip cable straight-bar push-down;2180
Kneeling Cable Triceps Extension - Gethin Variation;1754
Cable Overhead Triceps Extension - Gethin Variation;485
Reverse-Grip Cable Triceps Pushdown - Gethin Variation;2175
Cable Triceps Extension - Gethin Variation;493
Single-arm incline triceps extension;2375
Triceps Overhead Extension with Rope - Gethin Variation;2720
Cable rope push-down;503
Cable straight-bar push-down;508
Straight-arm bar pull-down;2603
AM Rope Triceps Pushdown;213
AM Bar Triceps Push-Down;193
Rope overhead triceps extension;2208
UP Rope Push-down;2805
UP Triceps Extension Straight-Bar Push-Down;2810
LD Cable One-Arm Upright Row;1765
30 Arms Underhand Cable Straight-Bar Push-Down;43
30 Arms Single-Arm Reverse-Grip Cable Push-Down;33
30 Arms Cable V-Bar Push-Down;13
30 Arms Cable Straight-Bar Push-Down;12
30 Arms Cable Rope Push-Down;10
30 Arms Cable Rope Overhead Triceps Extension;9
BFR underhand straight-bar push-down;276
BFR overhand straight-bar push-down;275
BFR cable rope push-down;274
Triceps Pressdown;2721
Machine Triceps Extension;1865
Smith machine end-grip shoulder press;2464
Assist machine triceps push-down;265
Smith machine close-grip bench press-;2461
Machine Triceps Extension - Gethin Variation;1866
Overhead Machine Triceps Extension - Gethin Variation;2029
30 Arms Machine Triceps Dip;26
Triceps dip;2724
Weighted bench dip;2847
Push-Ups - Close Triceps Position;2131
Parallel Bar Dip;2045
Ring dip;2188
Feet-elevated bench dip;937
Bodyweight triceps press;443
Tricep Side Stretch;2719
Triceps Stretch;2723
Russian Bar Dip;2215
Straight-arm plank with kick-back;2608
TBS Dip;2650
Bench Dips - Gethin Variation;402
Banded dip;320
Bench Dip - Gethin Variation;401
HM Chair Dip;1027
Bench dip;409
Holman Step Triceps Dip;1516
Holman Chair Triceps Dip;1256
Bodyweight Triceps Rope Press;439
Holman Heavy Triceps Overhead Press;1350
Holman Couch Triceps Dip;1258
FYR2 Triceps Push-Up;932
30 Arms Triceps Dip;42
30 Arms Close-Grip Push-Up;15
30 Arms BFR Close-Grip Push-Up;2
Decline EZ-bar skullcrusher;599
EZ-Bar Skullcrusher;753
EZ-bar skullcrusher-;757
EZ-Bar Skullcrusher - Gethin Variation;754
TBS Skullcrusher;2664
30 Arms EZ-Bar Skullcrusher;19
